,taxid,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,no_rank
3386,572545,GCF_001692755.1,Hungateiclostridium thermocellum DSM 2360,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio thermocellus DSM 2360
3387,637887,GCF_000184925.1,Hungateiclostridium thermocellum DSM 1313,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio thermocellus DSM 1313
3388,720554,GCF_000237085.1,Hungateiclostridium clariflavum DSM 19732,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio clariflavus DSM 19732
3389,1138384,GCF_000255615.2,Hungateiclostridium thermocellum AD2,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio thermocellus AD2
3390,653733,GCF_000177635.2,Desulfurispirillum indicum S5,Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum S5
3391,2283160,GCF_008973485.1,Psychrobacillus glaciei,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,
3392,2303505,GCF_008807035.1,Psychrobacillus sp. AK 1817,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,
3393,2829187,GCF_018140925.1,Psychrobacillus sp. INOP01,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,
3394,187101,GCF_000973085.1,Sneathia vaginalis,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,
3395,880071,GCF_000265505.1,Bernardetia litoralis DSM 6794,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Bernardetiaceae,Bernardetia,Bernardetia litoralis DSM 6794
3396,1550024,GCF_900683755.1,Ruthenibacterium lactatiformans,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,
3397,1286171,GCF_000597865.1,Peptoclostridium acidaminophilum DSM 3953,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium acidaminophilum DSM 3953
3398,1079,GCF_001402875.1,Blastochloris viridis,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,
3399,1079,GCF_001459775.1,Blastochloris viridis,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,
3400,1079,GCF_001548155.2,Blastochloris viridis,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,
3401,2233851,GCF_003966715.1,Blastochloris tepida,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,
3402,1675686,GCF_002355415.1,Sulfurifustis variabilis,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,
3403,665571,GCF_000147075.1,Spirochaeta thermophila DSM 6192,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta thermophila DSM 6192
3404,869211,GCF_000184345.1,Spirochaeta thermophila DSM 6578,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta thermophila DSM 6578
3405,889378,GCF_000242595.2,Spirochaeta africana DSM 8902,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta africana DSM 8902
3406,207949,GCF_012295615.1,Bermanella marisrubri,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella,
3407,1036672,GCF_000219915.2,Advenella kashmirensis WT001,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella kashmirensis WT001
3408,1247726,GCF_000521505.1,Advenella mimigardefordensis DPN7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella mimigardefordensis DPN7
3409,2021234,GCF_003015185.1,Ahniella affigens,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,
3410,1249553,GCF_002237535.1,Bacterioplanes sanyensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanes,
3411,289377,GCF_000734015.1,Thermodesulfobacterium commune DSM 2178,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium commune DSM 2178
3412,795359,GCF_000215975.1,Thermodesulfobacterium geofontis OPF15,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium geofontis OPF15
3413,2234087,GCF_008630935.1,Thermodesulfobacterium sp. TA1,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,
3414,1788,GCF_010727125.1,Mycolicibacter terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,
3415,1788,GCF_900187145.1,Mycolicibacter terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,
3416,29314,GCF_010729485.1,Mycolicibacter hiberniae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,
3417,875328,GCF_000214155.1,Mycolicibacter sinensis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,
3418,1118379,GCF_010731755.1,Mycolicibacter minnesotensis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,
3419,1296669,GCF_003100395.1,Aquabacterium olei,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,
3420,823,GCF_006149185.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3421,823,GCF_006739545.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3422,823,GCF_012273055.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3423,823,GCF_012851305.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3424,823,GCF_013267615.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3425,823,GCF_016888905.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3426,823,GCF_018279895.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3427,823,GCF_018288975.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3428,823,GCF_018289335.1,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3429,46503,GCF_018289315.1,Parabacteroides merdae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3430,328812,GCF_017873595.1,Parabacteroides goldsteinii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3431,435591,GCF_000012845.1,Parabacteroides distasonis ATCC 8503,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis ATCC 8503
3432,435591,GCF_900683725.1,Parabacteroides distasonis ATCC 8503,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis ATCC 8503
3433,999416,GCF_018292145.1,Parabacteroides distasonis CL03T12C09,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis CL03T12C09
3434,2025876,GCF_002257605.1,Parabacteroides sp. CT06,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3435,81479,GCF_001955735.1,Rhodoferax antarcticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3436,338969,GCF_000013605.1,Rhodoferax ferrireducens T118,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens T118
3437,1484693,GCF_001955715.1,Rhodoferax saidenbachensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3438,1842727,GCF_001955695.1,Rhodoferax koreense,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3439,2509614,GCF_006970865.1,Rhodoferax sediminis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3440,2509614,GCF_006974105.1,Rhodoferax sediminis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3441,2741720,GCF_013334205.1,Rhodoferax sp. BAB1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3442,2752316,GCF_017798165.1,Rhodoferax sp. AJA081-3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3443,2822760,GCF_017948265.1,Rhodoferax sp. PAMC29310,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
3444,653940,GCF_011455875.1,Basfia succiniciproducens,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia,
3445,2419771,GCF_003627055.1,Gryllotalpicola protaetiae,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Gryllotalpicola,
3446,1002809,GCF_000271325.1,Solibacillus silvestris StLB046,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris StLB046
3447,2048654,GCF_002736105.1,Solibacillus sp. R5-41,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
3448,2592345,GCF_008245145.1,Olivibacter sp. LS-1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,
3449,2764720,GCF_014334135.1,Olivibacter sp. SDN3,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,
3450,1336806,GCF_002795845.1,Reinekea forsetii,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,
3451,1197717,GCF_001701045.1,Cloacibacillus porcorum,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,
3452,446469,GCF_000024925.1,Sanguibacter keddieii DSM 10542,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter keddieii DSM 10542
3453,2714931,GCF_011300875.1,Sanguibacter sp. HDW7,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Sanguibacteraceae,Sanguibacter,
3454,476,GCF_003287015.1,Moraxella bovis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3455,478,GCF_016028775.1,Moraxella nonliquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3456,478,GCF_016127895.1,Moraxella nonliquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3457,480,GCF_000740455.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3458,480,GCF_000766665.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3459,480,GCF_002073215.2,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3460,480,GCF_002080125.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3461,480,GCF_002984125.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3462,480,GCF_003443915.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3463,480,GCF_003443935.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3464,480,GCF_003443955.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3465,480,GCF_003443975.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3466,480,GCF_003971285.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3467,480,GCF_003971305.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3468,480,GCF_003971325.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3469,480,GCF_003971345.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3470,480,GCF_003971365.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3471,480,GCF_900476075.1,Moraxella catarrhalis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3472,29433,GCF_001636015.1,Moraxella ovis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3473,34061,GCF_900637105.1,Moraxella cuniculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3474,34062,GCF_001553955.1,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3475,34062,GCF_002752755.2,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3476,34062,GCF_002752795.2,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3477,34062,GCF_002753715.1,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3478,34062,GCF_002786455.2,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3479,34062,GCF_009867135.1,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3480,34062,GCF_016028755.1,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3481,34062,GCF_016726945.1,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3482,34062,GCF_016888885.1,Moraxella osloensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3483,386891,GCF_000988605.1,Moraxella bovoculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3484,386891,GCF_000988615.1,Moraxella bovoculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3485,386891,GCF_000988655.1,Moraxella bovoculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3486,386891,GCF_000988685.1,Moraxella bovoculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3487,386891,GCF_000988705.1,Moraxella bovoculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3488,386891,GCF_000988725.2,Moraxella bovoculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3489,386891,GCF_000988745.2,Moraxella bovoculi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
3490,1236608,GCF_000092265.1,Moraxella catarrhalis BBH18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis BBH18
3491,349215,GCF_000348745.1,Micavibrio aeruginosavorus EPB,Bacteria,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus EPB
3492,856793,GCF_000226315.1,Micavibrio aeruginosavorus ARL-13,Bacteria,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus ARL-13
3493,394221,GCF_000014745.1,Maricaulis maris MCS10,Bacteria,Proteobacteria,Alphaproteobacteria,Maricaulales,Maricaulaceae,Maricaulis,Maricaulis maris MCS10
3494,292415,GCF_000012745.1,Thiobacillus denitrificans ATCC 25259,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans ATCC 25259
3495,68895,GCF_000832305.1,Cupriavidus basilensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3496,68895,GCF_008801925.2,Cupriavidus basilensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3497,82541,GCF_013347325.1,Cupriavidus gilardii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3498,82633,GCF_003854935.1,Cupriavidus pauculus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3499,82633,GCF_008693385.1,Cupriavidus pauculus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3500,96344,GCF_004768545.1,Cupriavidus oxalaticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3501,96344,GCF_008807855.1,Cupriavidus oxalaticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3502,96344,GCF_016894365.1,Cupriavidus oxalaticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3503,96344,GCF_016894385.1,Cupriavidus oxalaticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3504,96344,GCF_900249725.1,Cupriavidus oxalaticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3505,106590,GCF_002011925.2,Cupriavidus necator,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3506,106590,GCF_016127575.1,Cupriavidus necator,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3507,106590,GCF_016757775.1,Cupriavidus necator,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3508,119219,GCF_002944765.1,Cupriavidus metallidurans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3509,119219,GCF_003260185.2,Cupriavidus metallidurans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3510,119219,GCF_009730455.1,Cupriavidus metallidurans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3511,151783,GCF_008271425.1,Cupriavidus campinensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3512,164546,GCF_900249705.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3513,164546,GCF_900249715.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3514,164546,GCF_900249735.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3515,164546,GCF_900249745.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3516,164546,GCF_900249755.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3517,164546,GCF_900249765.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3518,164546,GCF_900249775.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3519,164546,GCF_900249795.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3520,164546,GCF_900249805.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3521,164546,GCF_900249815.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3522,164546,GCF_900249825.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3523,164546,GCF_900249835.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3524,164546,GCF_900249845.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3525,164546,GCF_900249855.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3526,164546,GCF_900249865.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3527,164546,GCF_900249885.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3528,164546,GCF_900249895.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3529,164546,GCF_900249905.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3530,164546,GCF_900249915.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3531,164546,GCF_900249925.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3532,164546,GCF_900249935.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3533,164546,GCF_900249945.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3534,164546,GCF_900249955.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3535,164546,GCF_900249965.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3536,164546,GCF_900249985.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3537,164546,GCF_900249995.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3538,164546,GCF_900250005.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3539,164546,GCF_900250025.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3540,164546,GCF_900250035.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3541,164546,GCF_900250045.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3542,164546,GCF_900250055.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3543,164546,GCF_900250065.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3544,164546,GCF_900250075.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3545,164546,GCF_900250085.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3546,164546,GCF_900250105.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3547,164546,GCF_900250115.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3548,264198,GCF_000203875.1,Cupriavidus pinatubonensis JMP134,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pinatubonensis JMP134
3549,266264,GCF_000196015.1,Cupriavidus metallidurans CH34,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans CH34
3550,367825,GCF_001854325.1,Cupriavidus malaysiensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3551,381666,GCF_000009285.1,Cupriavidus necator H16,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator H16
3552,381666,GCF_004798725.1,Cupriavidus necator H16,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator H16
3553,876364,GCF_001854305.1,Cupriavidus sp. USMAA2-4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
